[258.0, 115.0, 364.0, -237.0, -40.0, 0.0, 0.0, 266.0, 99.0, 0.0, 0.0, 278.0, 138.0, 0.0, 144.0, 237.0, 160.0, 83.0, 229.0, 0.0, 0.0, 0.0, 95.0, 0.0, 0.0, 108.0, 115.0, 212.0, 263.0, 160.0, 384.0, 0.0, 247.0, 100.0]
[258.0, 115.0, 364.0, -237.0, -40.0, 0.0, 0.0, 266.0, 99.0, 0.0, 0.0, 278.0, 138.0, 0.0, 144.0, 237.0, 160.0, -22.0, 124.0, 0.0, 105.0, 0.0, 95.0, 0.0, 0.0, 108.0, 115.0, 0.0, 263.0, 160.0, 384.0, 0.0, 459.0, 312.0]
[258.0, 115.0, 364.0, -237.0, -40.0, 0.0, 0.0, 266.0, 99.0, 0.0, 0.0, 278.0, 138.0, 0.0, 144.0, 397.0, 0.0, -22.0, 124.0, 0.0, 105.0, 0.0, 203.0, 0.0, 0.0, 0.0, 383.0, 212.0, 263.0, 160.0, 384.0, 0.0, 247.0, 100.0]
[258.0, 115.0, 726.0, -237.0, 59.0, 0.0, 0.0, 266.0, 0.0, 0.0, 0.0, 422.0, 138.0, 0.0, 0.0, 0.0, 397.0, -22.0, 268.0, 0.0, 105.0, 0.0, 203.0, 0.0, 0.0, 0.0, 460.0, 0.0, 0.0, 423.0, 384.0, 0.0, 459.0, 312.0]
[258.0, 115.0, 364.0, -237.0, -40.0, 0.0, 0.0, 266.0, 99.0, 0.0, 0.0, 278.0, 138.0, 0.0, 239.0, 332.0, 160.0, -22.0, 124.0, 0.0, 105.0, 0.0, 0.0, 0.0, 0.0, 108.0, 115.0, 212.0, 263.0, 160.0, 384.0, 0.0, 247.0, 100.0]
[258.0, 115.0, 364.0, -237.0, -40.0, 0.0, 0.0, 266.0, 99.0, 0.0, 0.0, 278.0, 138.0, 0.0, 144.0, 397.0, 0.0, 83.0, 229.0, 0.0, 0.0, 0.0, 203.0, 0.0, 0.0, 0.0, 383.0, 312.0, 263.0, 160.0, 384.0, 0.0, 347.0, 0.0]
[258.0, 115.0, 627.0, -237.0, -40.0, 0.0, 0.0, 365.0, 0.0, 0.0, 0.0, 377.0, 138.0, 0.0, 252.0, 352.0, 383.0, -22.0, 124.0, 0.0, 105.0, 0.0, 95.0, 0.0, 0.0, 0.0, 0.0, 312.0, 0.0, 423.0, 384.0, 0.0, 347.0, 0.0]
[418.0, 275.0, 623.0, -237.0, 59.0, 0.0, 0.0, 266.0, 0.0, 0.0, 0.0, 278.0, 138.0, 0.0, 0.0, 237.0, 304.0, 102.0, 0.0, 0.0, 229.0, 0.0, 95.0, 0.0, 0.0, 252.0, 115.0, 459.0, 263.0, 0.0, 384.0, 0.0, 0.0, 347.0]
[258.0, 115.0, 364.0, -237.0, -40.0, 0.0, 0.0, 266.0, 99.0, 0.0, 0.0, 0.0, 138.0, 0.0, 422.0, 237.0, 160.0, -22.0, 402.0, 0.0, 105.0, 0.0, 95.0, 0.0, 0.0, 108.0, 115.0, 212.0, 263.0, 160.0, 384.0, 0.0, 247.0, 100.0]
[258.0, 115.0, 364.0, -237.0, -40.0, 0.0, 0.0, 266.0, 99.0, 0.0, 0.0, 438.0, 138.0, 0.0, 0.0, 381.0, 0.0, 83.0, 389.0, 0.0, 0.0, 0.0, 239.0, 0.0, 0.0, 268.0, 115.0, 459.0, 263.0, 160.0, 384.0, 0.0, 0.0, 347.0]
[373.0, 0.0, 364.0, -237.0, -40.0, 0.0, 0.0, 266.0, 99.0, 0.0, 0.0, 278.0, 138.0, 0.0, 144.0, 397.0, 0.0, -22.0, 124.0, 0.0, 105.0, 0.0, 95.0, 0.0, 0.0, 108.0, 275.0, 212.0, 378.0, 160.0, 384.0, 0.0, 247.0, 100.0]
[258.0, 115.0, 364.0, -237.0, -40.0, 0.0, 0.0, 266.0, 99.0, 0.0, 0.0, 278.0, 138.0, 0.0, 144.0, 237.0, 160.0, -22.0, 124.0, 0.0, 105.0, 0.0, 203.0, 0.0, 0.0, 0.0, 223.0, 459.0, 263.0, 160.0, 384.0, 0.0, 0.0, 347.0]
[258.0, 115.0, 364.0, -237.0, -40.0, 0.0, 0.0, 266.0, 99.0, 0.0, 0.0, 278.0, 138.0, 0.0, 252.0, 237.0, 268.0, 102.0, 0.0, 0.0, 229.0, 0.0, 95.0, 0.0, 0.0, 0.0, 115.0, 212.0, 263.0, 160.0, 384.0, 0.0, 247.0, 100.0]
[373.0, 0.0, 364.0, -237.0, -40.0, 0.0, 0.0, 266.0, 99.0, 0.0, 0.0, 278.0, 138.0, 0.0, 144.0, 237.0, 160.0, -22.0, 124.0, 0.0, 105.0, 0.0, 95.0, 0.0, 0.0, 108.0, 115.0, 459.0, 378.0, 160.0, 384.0, 0.0, 0.0, 347.0]
[396.0, 115.0, 364.0, -237.0, -40.0, 0.0, 0.0, 266.0, 99.0, 0.0, 0.0, 278.0, 0.0, 0.0, 252.0, 237.0, 268.0, -22.0, 124.0, 0.0, 105.0, 0.0, 95.0, 0.0, 0.0, 0.0, 115.0, 212.0, 263.0, 160.0, 384.0, 0.0, 385.0, 100.0]
[258.0, 115.0, 364.0, -237.0, -40.0, 0.0, 0.0, 266.0, 99.0, 0.0, 0.0, 278.0, 138.0, 0.0, 252.0, 352.0, 383.0, -22.0, 124.0, 0.0, 105.0, 0.0, 95.0, 0.0, 0.0, 0.0, 0.0, 212.0, 263.0, 160.0, 384.0, 0.0, 247.0, 100.0]
[258.0, 115.0, 364.0, -237.0, -40.0, 0.0, 0.0, 365.0, 0.0, 0.0, 0.0, 377.0, 138.0, 0.0, 144.0, 237.0, 160.0, -22.0, 124.0, 0.0, 105.0, 0.0, 203.0, 0.0, 0.0, 0.0, 223.0, 212.0, 263.0, 160.0, 384.0, 0.0, 247.0, 100.0]
[258.0, 115.0, 364.0, -237.0, -40.0, 0.0, 0.0, 266.0, 99.0, 0.0, 0.0, 278.0, 138.0, 0.0, 0.0, 237.0, 304.0, -22.0, 124.0, 0.0, 105.0, 0.0, 95.0, 0.0, 0.0, 252.0, 115.0, 459.0, 263.0, 160.0, 384.0, 0.0, 0.0, 347.0]
[258.0, 115.0, 364.0, -237.0, -40.0, 0.0, 0.0, 266.0, 99.0, 0.0, 0.0, 278.0, 138.0, 0.0, 0.0, 381.0, 160.0, 102.0, 0.0, 0.0, 229.0, 0.0, 239.0, 0.0, 0.0, 108.0, 115.0, 212.0, 263.0, 160.0, 384.0, 0.0, 247.0, 100.0]
[258.0, 115.0, 524.0, -237.0, -40.0, 0.0, 0.0, 266.0, 99.0, 0.0, 0.0, 278.0, 138.0, 0.0, 144.0, 237.0, 160.0, -22.0, 124.0, 0.0, 105.0, 0.0, 95.0, 0.0, 0.0, 108.0, 115.0, 212.0, 423.0, 0.0, 384.0, 0.0, 247.0, 100.0]
[373.0, 0.0, 364.0, -237.0, -40.0, 0.0, 0.0, 266.0, 99.0, 0.0, 0.0, 278.0, 138.0, 0.0, 381.0, 0.0, 160.0, -22.0, 124.0, 0.0, 105.0, 0.0, 332.0, 0.0, 0.0, 108.0, 115.0, 212.0, 378.0, 160.0, 384.0, 0.0, 247.0, 100.0]
[258.0, 115.0, 364.0, -237.0, -40.0, 0.0, 0.0, 266.0, 99.0, 0.0, 0.0, 422.0, 138.0, 0.0, 0.0, 352.0, 275.0, -22.0, 268.0, 0.0, 105.0, 0.0, 95.0, 0.0, 0.0, 108.0, 0.0, 212.0, 263.0, 160.0, 384.0, 0.0, 247.0, 100.0]
[373.0, 0.0, 364.0, -237.0, -40.0, 0.0, 0.0, 266.0, 99.0, 0.0, 0.0, 278.0, 138.0, 0.0, 144.0, 237.0, 160.0, -22.0, 124.0, 0.0, 105.0, 0.0, 203.0, 0.0, 0.0, 0.0, 223.0, 459.0, 378.0, 160.0, 384.0, 0.0, 0.0, 347.0]
[258.0, 115.0, 364.0, -237.0, -40.0, 0.0, 0.0, 266.0, 99.0, 0.0, 0.0, 278.0, 138.0, 0.0, 144.0, 397.0, 0.0, 83.0, 229.0, 0.0, 0.0, 0.0, 203.0, 0.0, 0.0, 0.0, 383.0, 212.0, 263.0, 160.0, 384.0, 0.0, 247.0, 100.0]
[258.0, 115.0, 364.0, -237.0, -40.0, 0.0, 0.0, 266.0, 99.0, 0.0, 0.0, 278.0, 138.0, 0.0, 0.0, 381.0, 160.0, -22.0, 124.0, 0.0, 105.0, 0.0, 239.0, 0.0, 0.0, 108.0, 115.0, 312.0, 263.0, 160.0, 384.0, 0.0, 347.0, 0.0]
[258.0, 115.0, 627.0, -237.0, -40.0, 0.0, 0.0, 266.0, 99.0, 0.0, 0.0, 278.0, 138.0, 0.0, 144.0, 237.0, 160.0, -22.0, 124.0, 0.0, 105.0, 0.0, 95.0, 0.0, 0.0, 108.0, 115.0, 212.0, 0.0, 423.0, 384.0, 0.0, 247.0, 100.0]
[258.0, 115.0, 364.0, -237.0, -40.0, 0.0, 0.0, 266.0, 99.0, 0.0, 0.0, 278.0, 138.0, 0.0, 347.0, 332.0, 268.0, 102.0, 0.0, 0.0, 229.0, 0.0, 0.0, 0.0, 0.0, 0.0, 115.0, 312.0, 263.0, 160.0, 384.0, 0.0, 347.0, 0.0]
[258.0, 115.0, 463.0, -237.0, 59.0, 0.0, 0.0, 266.0, 0.0, 0.0, 0.0, 278.0, 138.0, 0.0, 0.0, 237.0, 304.0, 102.0, 0.0, 0.0, 229.0, 0.0, 95.0, 0.0, 0.0, 252.0, 115.0, 459.0, 263.0, 160.0, 384.0, 0.0, 0.0, 347.0]
[258.0, 115.0, 364.0, -237.0, -40.0, 0.0, 0.0, 266.0, 99.0, 0.0, 0.0, 278.0, 138.0, 0.0, 0.0, 237.0, 304.0, 102.0, 0.0, 0.0, 229.0, 0.0, 210.0, 0.0, 0.0, 367.0, 0.0, 212.0, 263.0, 160.0, 384.0, 0.0, 247.0, 100.0]
[258.0, 115.0, 364.0, -237.0, -40.0, 0.0, 0.0, 266.0, 99.0, 0.0, 0.0, 278.0, 138.0, 0.0, 144.0, 237.0, 160.0, -22.0, 124.0, 0.0, 105.0, 0.0, 210.0, 0.0, 0.0, 223.0, 0.0, 459.0, 263.0, 160.0, 384.0, 0.0, 0.0, 347.0]
[258.0, 115.0, 364.0, 0.0, 197.0, 0.0, 0.0, 266.0, 99.0, 0.0, 0.0, 278.0, 138.0, 0.0, 252.0, 237.0, 268.0, 215.0, 124.0, 0.0, 105.0, 0.0, 95.0, 0.0, 0.0, 0.0, 115.0, 212.0, 263.0, 160.0, 384.0, 0.0, 247.0, 100.0]
[258.0, 115.0, 364.0, -237.0, -40.0, 0.0, 0.0, 266.0, 99.0, 0.0, 0.0, 422.0, 138.0, 0.0, 0.0, 237.0, 160.0, -22.0, 268.0, 0.0, 105.0, 0.0, 210.0, 0.0, 0.0, 223.0, 0.0, 312.0, 263.0, 160.0, 384.0, 0.0, 347.0, 0.0]
[258.0, 115.0, 364.0, -237.0, -40.0, 0.0, 0.0, 266.0, 99.0, 0.0, 0.0, 278.0, 138.0, 0.0, 144.0, 237.0, 160.0, 102.0, 0.0, 0.0, 229.0, 0.0, 95.0, 0.0, 0.0, 108.0, 115.0, 312.0, 263.0, 160.0, 384.0, 0.0, 347.0, 0.0]
[396.0, 115.0, 364.0, -237.0, -40.0, 0.0, 0.0, 266.0, 99.0, 0.0, 0.0, 278.0, 0.0, 0.0, 144.0, 237.0, 160.0, -22.0, 124.0, 0.0, 105.0, 0.0, 0.0, 0.0, 0.0, 203.0, 210.0, 212.0, 263.0, 160.0, 384.0, 0.0, 385.0, 100.0]
[258.0, 115.0, 627.0, -237.0, -40.0, 0.0, 0.0, 266.0, 99.0, 0.0, 0.0, 278.0, 138.0, 0.0, 144.0, 237.0, 160.0, -22.0, 124.0, 0.0, 105.0, 0.0, 95.0, 0.0, 0.0, 108.0, 115.0, 312.0, 0.0, 423.0, 384.0, 0.0, 347.0, 0.0]
[258.0, 115.0, 364.0, -237.0, -40.0, 0.0, 0.0, 266.0, 99.0, 0.0, 0.0, 278.0, 138.0, 0.0, 144.0, 397.0, 0.0, -22.0, 124.0, 0.0, 0.0, 105.0, 200.0, 0.0, 0.0, 108.0, 275.0, 212.0, 263.0, 160.0, 384.0, 0.0, 247.0, 100.0]
[258.0, 115.0, 364.0, -237.0, -40.0, 0.0, 0.0, 365.0, 0.0, 0.0, 0.0, 377.0, 138.0, 0.0, 144.0, 0.0, 397.0, 83.0, 229.0, 0.0, 0.0, 0.0, 203.0, 0.0, 0.0, 0.0, 460.0, 212.0, 263.0, 160.0, 384.0, 0.0, 247.0, 100.0]
[258.0, 115.0, 364.0, -237.0, -40.0, 0.0, 0.0, 365.0, 0.0, 0.0, 0.0, 377.0, 138.0, 0.0, 0.0, 237.0, 304.0, -22.0, 124.0, 0.0, 105.0, 0.0, 239.0, 0.0, 0.0, 108.0, 259.0, 212.0, 263.0, 160.0, 384.0, 0.0, 247.0, 100.0]
